ID,Age,Salary,Experience,Department,City,Gender,Rating,Bonus,Performance,Join_Year,Active
8855,42,57832,21,Sales,Mumbai,Female,3.2,9961,Medium,2015,Yes
8856,21,115012,27,IT,Pune,Male,4.7,1227,Medium,2007,Yes
8857,27,29445,35,HR,Chennai,Male,2.8,11586,Medium,2012,Yes
8858,27,53490,3,HR,Mumbai,Female,3.7,1807,Low,2018,Yes
8859,41,49767,37,IT,Pune,Female,2.9,7360,High,2012,Yes
8860,38,66057,23,Sales,Pune,Female,1.6,17931,Low,2009,Yes
8861,28,100746,18,Sales,Delhi,Male,2.1,13263,Low,2011,Yes
8862,44,109695,10,HR,Mumbai,Female,1.3,6516,High,2021,Yes
8863,33,93100,39,Sales,Delhi,Female,2.8,11084,Low,2006,Yes
8864,43,61043,39,HR,Delhi,Male,3.6,18107,Medium,2012,Yes
8865,47,106755,38,Sales,Bangalore,Female,2.0,12253,High,2020,Yes
8866,33,47946,17,Finance,Delhi,Female,3.0,17021,Medium,2007,Yes
8867,24,56587,11,IT,Delhi,Male,2.8,17498,Low,2023,Yes
8868,33,23364,13,Marketing,Bangalore,Male,3.1,7661,Low,2005,No
8869,52,89854,17,Finance,Bangalore,Male,1.7,5035,Medium,2021,No
8870,33,76088,11,Sales,Chennai,Male,3.1,15146,Low,2008,Yes
8871,57,97015,39,Marketing,Delhi,Female,2.5,7451,Low,2019,No
8872,29,27398,26,Finance,Pune,Male,2.1,8682,High,2012,Yes
8873,52,22452,5,IT,Bangalore,Male,3.3,14182,High,2018,No
8874,38,107208,23,Marketing,Mumbai,Female,1.6,5161,Medium,2023,No
8875,60,53193,32,Marketing,Chennai,Male,4.6,13495,Low,2008,No
8876,53,99401,15,IT,Chennai,Male,4.7,13912,Medium,2019,Yes
8877,34,45345,11,Finance,Delhi,Male,3.6,1138,Low,2017,Yes
8878,49,105895,30,Marketing,Pune,Female,2.2,18059,High,2021,No
8879,58,94335,36,IT,Bangalore,Male,3.5,11786,High,2017,Yes
8880,23,79196,12,Finance,Mumbai,Female,3.4,2836,Low,2020,Yes
8881,41,43053,7,Sales,Delhi,Male,2.6,12128,High,2019,No
8882,44,103220,37,HR,Pune,Female,2.1,9872,High,2010,No
8883,37,25015,2,Sales,Delhi,Female,1.7,12071,Low,2007,No
8884,42,117201,19,Sales,Delhi,Male,1.9,5366,High,2001,No
8885,19,28657,3,HR,Chennai,Female,3.6,3347,Low,2022,Yes
8886,26,71116,1,Sales,Mumbai,Male,4.5,18449,Medium,2022,No
8887,45,41951,35,Sales,Mumbai,Male,2.5,14638,Low,2016,Yes
8888,55,117599,22,IT,Mumbai,Female,1.5,12235,Medium,2009,No
8889,20,118279,18,IT,Mumbai,Female,1.1,4326,Low,2014,Yes
8890,37,46521,39,Finance,Bangalore,Female,2.6,17262,Low,2023,Yes
8891,23,74431,7,Marketing,Bangalore,Female,1.9,9921,Low,2000,Yes
8892,56,30731,15,Finance,Mumbai,Female,2.3,9049,Low,2001,Yes
8893,50,38744,17,IT,Pune,Female,2.0,10585,Low,2006,Yes
8894,18,83094,35,IT,Bangalore,Female,3.7,1050,Medium,2004,No
8895,54,38423,23,HR,Bangalore,Female,3.6,7366,High,2012,Yes
8896,23,37568,0,HR,Pune,Male,4.6,9709,Low,2004,No
8897,62,67411,0,IT,Mumbai,Male,3.8,9155,Medium,2020,No
8898,51,23934,35,Sales,Delhi,Female,1.7,13894,Medium,2010,Yes
8899,64,96945,10,Finance,Bangalore,Female,4.0,13668,Low,2009,No
8900,32,116946,17,IT,Delhi,Male,1.7,19403,Low,2011,No
8901,62,116344,15,IT,Delhi,Female,3.2,15769,Low,2001,Yes
8902,43,28172,16,HR,Pune,Female,1.3,11121,Medium,2011,No
8903,31,47358,23,Finance,Mumbai,Female,1.2,6680,Low,2006,No
8904,24,86313,33,Finance,Delhi,Male,2.9,10466,Low,2018,Yes
8905,63,39763,3,Marketing,Mumbai,Male,1.4,3729,High,2018,Yes
8906,48,68673,34,IT,Chennai,Male,2.2,10516,Medium,2001,No
8907,41,116706,14,Marketing,Mumbai,Male,2.4,16074,Low,2012,Yes
8908,48,105997,1,HR,Pune,Female,4.1,17984,Medium,2004,Yes
8909,46,87975,30,Marketing,Pune,Female,2.3,13891,Low,2015,Yes
8910,59,27804,8,Sales,Chennai,Male,3.0,2796,Low,2018,No
8911,49,67594,9,IT,Pune,Male,4.1,9504,Medium,2001,No
8912,34,98748,24,IT,Mumbai,Male,1.8,6199,Medium,2011,Yes
8913,31,107189,4,Finance,Mumbai,Female,4.2,14340,Medium,2019,No
8914,57,107507,13,Marketing,Mumbai,Male,4.3,1662,Medium,2000,No
8915,53,87525,37,Finance,Pune,Male,5.0,6777,High,2008,Yes
8916,41,93404,39,Marketing,Mumbai,Female,2.8,16769,Medium,2022,No
8917,62,119248,1,Marketing,Bangalore,Female,2.5,9686,Low,2001,Yes
8918,44,44604,17,HR,Chennai,Male,3.8,3194,Low,2001,Yes
8919,42,42135,28,Marketing,Bangalore,Male,1.2,2731,Medium,2020,Yes
8920,49,116080,19,Finance,Mumbai,Female,1.2,12825,Medium,2018,No
8921,35,57918,7,Marketing,Pune,Female,2.3,5427,Medium,2013,Yes
8922,63,70849,36,Marketing,Chennai,Male,3.9,18159,Medium,2016,No
8923,35,50847,25,IT,Bangalore,Female,1.5,12707,Medium,2023,Yes
8924,54,63774,36,IT,Mumbai,Male,3.5,17825,Low,2004,Yes
8925,43,80709,3,IT,Pune,Male,2.1,4048,High,2020,No
8926,26,30680,32,Sales,Mumbai,Female,3.6,1410,Medium,2021,No
8927,52,115619,21,IT,Bangalore,Male,2.8,9300,Medium,2007,Yes
8928,25,75037,5,Sales,Bangalore,Female,1.5,8669,Medium,2019,No
8929,37,119969,32,Sales,Chennai,Female,2.0,15756,Medium,2012,No
8930,59,78914,27,Finance,Pune,Male,1.9,6868,High,2018,No
8931,39,46309,23,IT,Delhi,Female,1.7,9078,High,2022,Yes
8932,36,30349,3,Marketing,Mumbai,Female,2.9,11651,Low,2000,Yes
8933,47,95079,1,HR,Pune,Male,4.8,2726,Medium,2017,No
8934,45,80820,12,Marketing,Delhi,Male,3.6,1483,Medium,2002,No
8935,52,94996,10,IT,Pune,Female,4.3,7963,Low,2013,Yes
8936,60,54553,34,Marketing,Mumbai,Male,4.9,18723,Low,2004,Yes
8937,28,48525,38,IT,Mumbai,Male,3.2,1606,Medium,2009,Yes
8938,48,25948,9,IT,Chennai,Female,2.0,6261,High,2003,No
8939,56,34498,9,Marketing,Bangalore,Female,4.7,11629,Low,2011,No
8940,53,38991,7,Sales,Bangalore,Male,3.8,7930,Medium,2018,No
8941,47,110510,4,Finance,Bangalore,Female,4.8,13022,Medium,2003,Yes
8942,40,79790,22,Finance,Chennai,Male,3.6,9626,Medium,2010,No
8943,36,27660,33,Finance,Bangalore,Male,4.1,2817,Low,2006,Yes
8944,29,46245,31,Finance,Pune,Male,4.6,5721,Low,2022,No
8945,32,20238,15,HR,Bangalore,Male,4.0,18335,Low,2004,No
8946,48,39920,3,IT,Bangalore,Female,3.3,3806,Medium,2020,Yes
8947,60,66659,27,HR,Mumbai,Female,2.9,10067,Low,2022,Yes
8948,54,94874,13,Finance,Chennai,Female,4.3,15353,Medium,2003,Yes
8949,54,62517,11,Finance,Chennai,Female,4.1,5780,High,2014,Yes
8950,32,95885,20,Marketing,Bangalore,Female,2.5,4294,High,2016,Yes
8951,46,66350,15,Finance,Delhi,Male,3.0,7865,High,2019,Yes
8952,60,97179,1,IT,Mumbai,Male,3.5,15579,Low,2015,No
8953,43,48274,22,Finance,Bangalore,Male,1.1,12609,Medium,2015,Yes
8954,61,65013,28,Finance,Delhi,Female,2.0,5217,Low,2009,Yes
8955,19,59913,8,HR,Pune,Male,2.0,8532,High,2015,No
8956,37,65819,6,IT,Mumbai,Female,4.5,8493,Medium,2013,Yes
8957,32,102168,28,Sales,Chennai,Female,2.3,3887,High,2014,No
8958,21,112680,16,Marketing,Delhi,Male,3.2,10324,Medium,2009,Yes
8959,39,97857,8,Sales,Bangalore,Male,4.3,18529,Low,2001,Yes
8960,55,114792,5,HR,Delhi,Female,2.0,3118,Medium,2000,No
8961,40,84910,19,Finance,Chennai,Female,1.5,18582,High,2008,No
8962,43,43485,9,Marketing,Pune,Male,4.8,12738,Medium,2021,No
8963,28,22860,8,IT,Delhi,Female,3.8,2744,Medium,2001,No
8964,45,69875,11,Marketing,Bangalore,Male,1.7,10951,High,2006,No
8965,19,34919,32,HR,Delhi,Male,4.3,12356,High,2019,Yes
8966,25,118873,31,Finance,Pune,Female,4.1,12672,High,2008,Yes
8967,46,93947,33,HR,Delhi,Male,4.4,18375,High,2012,No
8968,28,29586,18,IT,Pune,Female,2.1,1586,Medium,2011,No
8969,54,71986,32,Sales,Pune,Female,2.8,4486,Medium,2005,Yes
8970,35,109848,15,Finance,Mumbai,Male,3.8,5774,High,2006,No
8971,31,43055,22,Finance,Mumbai,Male,2.6,17096,Medium,2018,Yes
8972,27,54890,25,HR,Bangalore,Female,1.3,4883,High,2014,No
8973,52,83081,36,HR,Bangalore,Male,1.5,5186,Medium,2005,Yes
8974,26,48807,8,HR,Bangalore,Female,3.4,9056,Low,2016,No
8975,52,105920,29,Finance,Pune,Female,2.5,16723,Medium,2004,Yes
8976,28,67177,12,HR,Pune,Male,1.0,4193,High,2009,Yes
8977,61,114461,15,Marketing,Mumbai,Male,4.1,11598,Low,2014,Yes
8978,29,88625,1,Marketing,Pune,Male,2.7,6984,Low,2004,No
8979,20,34242,30,Marketing,Mumbai,Male,2.3,5041,High,2017,Yes
8980,56,76317,18,Finance,Delhi,Male,3.9,3752,High,2005,Yes
8981,31,59978,10,HR,Bangalore,Male,2.8,17802,Medium,2010,No
8982,45,36433,13,IT,Bangalore,Female,3.8,19618,Medium,2002,No
8983,28,53282,24,HR,Chennai,Female,1.1,14389,Low,2003,No
8984,56,96519,6,Finance,Mumbai,Female,1.0,8749,Medium,2002,No
8985,42,63578,14,Marketing,Chennai,Male,3.2,18194,Medium,2000,Yes
8986,38,90207,29,Finance,Bangalore,Male,4.9,8654,Medium,2016,Yes
8987,27,44133,30,HR,Chennai,Male,2.1,3774,Low,2020,No
8988,60,70317,23,Finance,Delhi,Female,3.7,19037,Medium,2013,Yes
8989,32,85950,24,IT,Chennai,Male,1.7,6785,Medium,2021,No
8990,36,79612,7,Finance,Delhi,Male,2.2,17081,High,2004,Yes
8991,39,84873,29,Sales,Bangalore,Male,1.3,7943,Low,2013,Yes
8992,38,106778,35,Finance,Pune,Female,4.5,5398,High,2003,No
8993,61,82002,13,HR,Mumbai,Female,2.2,2975,Low,2005,No
8994,49,72508,28,Sales,Chennai,Female,1.9,15425,High,2008,Yes
8995,40,58379,26,Marketing,Delhi,Male,3.9,11801,High,2019,Yes
8996,30,35231,35,HR,Bangalore,Male,1.8,13489,High,2013,No
8997,22,107385,33,IT,Bangalore,Female,2.0,10883,High,2009,No
8998,21,61163,20,Finance,Pune,Female,1.4,6214,Medium,2022,Yes
8999,45,51676,37,Finance,Bangalore,Female,4.9,8758,Medium,2012,Yes
9000,31,107592,10,HR,Bangalore,Male,2.0,18209,Medium,2013,Yes
9001,25,105483,32,Finance,Pune,Male,5.0,13284,High,2019,Yes
9002,26,75535,14,Finance,Bangalore,Female,1.7,17813,Low,2003,No
9003,52,111576,11,Marketing,Delhi,Female,1.1,4913,Low,2018,No
9004,54,66110,23,Finance,Chennai,Male,4.6,4721,High,2006,Yes
9005,38,66978,36,Finance,Chennai,Female,3.3,2381,High,2019,No
9006,35,110818,10,Marketing,Delhi,Female,2.4,15127,Medium,2009,No
9007,50,111737,18,Finance,Chennai,Female,3.1,2755,High,2019,Yes
9008,25,92369,0,Marketing,Bangalore,Female,2.0,11941,Medium,2010,Yes
9009,34,24752,16,IT,Chennai,Male,3.5,15449,Medium,2006,No
9010,60,44507,39,Finance,Chennai,Male,3.5,4671,High,2022,No
9011,48,105705,15,HR,Bangalore,Male,1.3,16685,Low,2011,No
9012,51,61495,25,Sales,Chennai,Female,4.6,14608,Low,2017,No
9013,23,110466,14,IT,Bangalore,Female,2.8,3911,High,2007,No
9014,39,80886,7,Finance,Pune,Male,1.8,6893,Medium,2022,No
9015,31,90559,29,HR,Pune,Female,2.2,2418,Medium,2015,No
9016,20,20982,13,Sales,Chennai,Male,4.5,5482,Low,2014,Yes
9017,29,99841,32,Marketing,Pune,Female,2.5,6063,Medium,2000,Yes
9018,53,36146,6,Finance,Chennai,Female,3.2,19336,Low,2014,Yes
9019,29,74843,17,Marketing,Pune,Female,4.8,3030,High,2009,No
9020,62,96737,11,IT,Chennai,Male,3.6,18362,High,2008,Yes
9021,19,102446,1,Sales,Mumbai,Male,3.7,18145,Medium,2023,No
9022,19,108567,28,Sales,Delhi,Female,2.0,6906,High,2014,Yes
9023,32,43636,20,Marketing,Pune,Female,3.7,16624,High,2016,No
9024,40,102850,6,Marketing,Bangalore,Male,2.6,17518,Medium,2015,Yes
9025,46,47332,26,IT,Delhi,Male,4.6,3620,Medium,2020,Yes
9026,34,71434,11,HR,Chennai,Male,1.5,3573,Low,2021,Yes
9027,49,103866,19,Finance,Delhi,Female,2.1,19689,High,2023,No
9028,24,81271,13,HR,Bangalore,Male,1.3,14717,High,2009,Yes
9029,47,82726,9,Sales,Bangalore,Female,2.5,7587,Medium,2022,No
9030,45,100901,22,Finance,Chennai,Male,1.6,19732,High,2015,Yes
9031,31,30108,29,IT,Pune,Female,4.4,16398,Low,2004,Yes
9032,61,88896,30,HR,Pune,Male,4.7,7344,Low,2000,Yes
9033,47,62553,9,HR,Mumbai,Male,3.7,12444,Medium,2003,Yes
9034,34,60880,18,Finance,Bangalore,Male,1.4,17764,High,2007,Yes
9035,49,72077,18,IT,Mumbai,Male,2.4,11008,Low,2001,Yes
9036,63,23625,22,IT,Bangalore,Male,4.9,14485,High,2001,No
9037,23,58237,31,HR,Mumbai,Male,1.5,12582,Medium,2007,Yes
9038,41,21223,19,HR,Pune,Male,3.2,18522,Medium,2011,Yes
9039,23,79303,3,Marketing,Bangalore,Female,2.4,17525,High,2012,Yes
9040,44,85197,32,Finance,Pune,Female,5.0,5623,Low,2018,Yes
9041,35,94693,0,IT,Delhi,Female,2.1,6267,Medium,2004,Yes
9042,41,57760,12,Sales,Pune,Male,1.2,18908,High,2017,No
9043,54,99182,2,Finance,Bangalore,Female,3.8,14698,High,2023,Yes
9044,41,77966,11,Marketing,Delhi,Female,2.3,7403,Low,2017,Yes
9045,55,49024,28,Finance,Mumbai,Female,3.6,14248,Medium,2002,No
9046,51,90323,30,HR,Chennai,Male,1.4,3055,High,2006,No
9047,57,43202,35,Finance,Bangalore,Male,3.1,4375,Medium,2022,Yes
9048,64,71524,1,Finance,Chennai,Male,2.5,15590,Medium,2004,No
9049,32,63908,21,Finance,Chennai,Male,3.1,4374,Medium,2000,No
9050,28,56067,21,Sales,Delhi,Male,4.4,13062,High,2017,No
9051,39,29360,30,Marketing,Mumbai,Female,4.9,7239,High,2006,No
9052,41,118228,13,Finance,Pune,Female,4.0,13409,Low,2023,No
9053,18,32941,28,Finance,Delhi,Male,4.1,13316,Low,2021,Yes
9054,35,35993,34,Sales,Mumbai,Female,3.1,8338,Medium,2002,No
9055,61,34620,8,IT,Pune,Female,1.4,17417,High,2018,Yes
9056,29,40193,31,Finance,Pune,Female,3.7,16547,Medium,2008,No
9057,60,71559,26,Finance,Mumbai,Female,1.6,2544,High,2002,No
9058,45,41248,9,IT,Pune,Male,2.0,11372,High,2021,No
9059,57,65852,24,Finance,Bangalore,Male,3.8,17911,Medium,2002,Yes
9060,24,25027,32,Finance,Bangalore,Female,3.6,4258,Low,2012,Yes
9061,40,83410,10,Finance,Delhi,Male,2.3,7327,High,2012,No
9062,38,24260,36,Marketing,Pune,Female,4.1,18279,Medium,2018,Yes
9063,51,57596,8,HR,Pune,Male,4.8,6513,Low,2023,No
9064,28,29012,6,Marketing,Mumbai,Female,3.2,6080,Low,2006,No
9065,39,45823,6,IT,Bangalore,Male,3.7,2526,High,2002,No
9066,59,93851,33,Marketing,Chennai,Female,2.1,1603,Medium,2010,No
9067,52,67027,18,Marketing,Delhi,Male,4.9,9994,Low,2020,Yes
9068,46,98167,19,Sales,Bangalore,Female,2.1,2085,High,2000,Yes
9069,59,103794,24,IT,Mumbai,Female,4.5,19464,Medium,2001,No
9070,45,45099,4,IT,Delhi,Female,4.7,17526,High,2008,Yes
9071,35,56992,28,IT,Chennai,Female,3.9,10577,Medium,2002,No
9072,31,116912,26,Marketing,Delhi,Female,4.2,13410,High,2004,No
9073,35,30977,24,IT,Bangalore,Male,2.8,10713,High,2003,No
9074,45,76234,36,Sales,Chennai,Male,4.7,6234,Medium,2007,Yes
9075,41,112230,14,Finance,Mumbai,Female,4.0,19292,High,2016,Yes
9076,25,67376,3,Marketing,Delhi,Female,2.3,1753,Medium,2021,No
9077,59,53978,13,Finance,Bangalore,Male,1.1,15700,Low,2005,Yes
9078,62,29218,16,Finance,Mumbai,Female,3.2,5359,Low,2023,No
9079,25,41788,20,Marketing,Chennai,Male,4.4,18644,High,2016,Yes
9080,21,40501,15,Marketing,Delhi,Female,4.4,2533,Medium,2019,No
9081,44,97989,25,IT,Pune,Male,4.3,2594,Low,2016,Yes
9082,53,35210,8,Sales,Bangalore,Female,1.9,4920,Medium,2013,No
9083,22,94225,1,Marketing,Bangalore,Female,2.7,4246,Low,2005,No
9084,50,65489,14,Finance,Pune,Female,3.5,18979,Medium,2022,No
9085,51,112917,34,Marketing,Mumbai,Female,3.7,4240,Medium,2016,No
9086,47,83721,23,Sales,Bangalore,Female,2.3,8219,Low,2003,Yes
9087,25,115044,37,HR,Mumbai,Female,3.8,4299,Low,2022,No
9088,56,62653,13,Finance,Chennai,Male,3.4,3379,High,2019,No
9089,64,106678,36,HR,Pune,Female,3.3,3935,Medium,2013,Yes
9090,43,60950,36,HR,Mumbai,Male,3.7,8500,High,2020,Yes
9091,54,28916,5,Sales,Chennai,Female,3.4,1098,Low,2016,Yes
9092,51,85911,17,Marketing,Delhi,Male,1.7,16428,Low,2013,Yes
9093,24,51449,21,HR,Bangalore,Female,4.5,8158,Medium,2002,Yes
9094,57,109333,17,IT,Pune,Male,2.0,6386,Medium,2007,No
9095,45,40782,1,Marketing,Delhi,Male,4.0,18981,Low,2012,Yes
9096,56,112564,31,Finance,Delhi,Female,1.7,16499,High,2013,No
9097,56,40243,16,Marketing,Delhi,Female,3.6,6520,Medium,2011,Yes
9098,45,49379,0,Sales,Mumbai,Female,4.6,16770,Medium,2007,No
9099,31,57780,8,Sales,Bangalore,Female,1.0,4181,High,2010,Yes
9100,55,50740,12,Finance,Pune,Male,4.9,10047,Low,2019,Yes
9101,21,39984,35,Finance,Bangalore,Female,1.1,19845,Low,2011,Yes
9102,59,20050,36,Finance,Bangalore,Female,1.0,6939,Low,2000,No
9103,35,26590,29,Sales,Bangalore,Male,4.4,4973,Low,2019,No
9104,61,60205,30,Marketing,Chennai,Female,3.8,6446,High,2021,No
9105,42,35162,22,HR,Chennai,Female,1.4,2973,Low,2001,Yes
9106,24,69746,27,HR,Chennai,Male,4.7,5373,Medium,2022,No
9107,55,33105,9,IT,Chennai,Female,3.7,13366,Medium,2018,Yes
9108,45,57499,24,Sales,Bangalore,Female,1.4,17296,Medium,2023,Yes
9109,22,56641,35,Finance,Bangalore,Male,4.4,18083,High,2003,Yes
9110,20,31628,25,Marketing,Pune,Female,2.9,19034,High,2011,Yes
9111,61,62032,25,Sales,Pune,Female,2.1,15788,Medium,2000,No
9112,48,85029,12,IT,Pune,Female,4.3,8852,Low,2009,Yes
9113,64,58516,16,HR,Pune,Male,4.0,7777,Low,2000,Yes
9114,59,107157,39,Marketing,Pune,Female,3.5,1676,Low,2004,No
9115,37,21476,3,HR,Chennai,Male,4.6,9413,Low,2021,Yes
9116,36,60800,22,Marketing,Bangalore,Male,4.4,14058,Medium,2010,Yes
9117,28,55788,34,Finance,Pune,Female,1.9,7730,Low,2001,Yes
9118,57,109973,10,Marketing,Mumbai,Male,4.5,7089,High,2008,Yes
9119,20,46240,11,Finance,Pune,Female,2.5,5829,Low,2011,No
9120,40,30922,8,Sales,Pune,Female,2.7,6341,Low,2006,No
9121,24,84198,14,HR,Bangalore,Female,4.9,11844,Medium,2015,Yes
9122,40,78739,36,Marketing,Chennai,Male,4.0,1120,Low,2020,No
9123,24,93602,4,Marketing,Delhi,Female,2.3,17025,Medium,2006,Yes
9124,63,32089,18,IT,Bangalore,Male,3.6,4450,Medium,2008,Yes
9125,51,52600,10,HR,Chennai,Male,3.2,12398,Low,2023,Yes
9126,59,66176,8,Sales,Mumbai,Male,1.5,12123,Medium,2007,No
9127,36,28167,34,Finance,Delhi,Female,4.6,17354,High,2008,Yes
9128,26,98352,26,Sales,Chennai,Male,4.3,11314,Medium,2018,Yes
9129,35,41164,12,IT,Chennai,Male,4.1,6730,Medium,2016,Yes
9130,58,105965,11,Sales,Bangalore,Male,3.2,12588,Low,2011,Yes
9131,62,51415,8,Finance,Chennai,Male,1.9,8439,Low,2011,No
9132,59,93653,27,HR,Pune,Male,4.5,3122,Medium,2003,No
9133,42,91895,12,IT,Chennai,Male,2.4,16253,High,2008,Yes
9134,31,99900,19,Marketing,Delhi,Female,1.1,3308,High,2009,Yes
9135,61,114330,12,Marketing,Chennai,Male,4.9,4283,Medium,2016,Yes
9136,42,95829,26,HR,Mumbai,Female,4.4,9989,Medium,2009,No
9137,36,78650,25,Sales,Pune,Female,3.5,12748,Medium,2011,Yes
9138,56,78981,28,Marketing,Delhi,Female,1.0,18951,Medium,2016,Yes
9139,32,94868,28,IT,Delhi,Male,1.9,1363,Low,2005,Yes
9140,33,20615,21,Finance,Bangalore,Female,2.8,15402,Medium,2003,No
9141,44,65612,8,Sales,Bangalore,Female,3.5,9170,Medium,2015,No
9142,57,97937,23,Finance,Pune,Male,3.8,17766,High,2016,Yes
9143,27,61936,18,Sales,Delhi,Male,4.2,13522,Medium,2015,Yes
9144,21,49372,37,IT,Mumbai,Female,3.2,19585,Medium,2003,No
9145,36,87875,30,Finance,Chennai,Female,3.6,16371,Medium,2005,Yes
9146,45,101782,38,IT,Chennai,Female,4.2,6156,Medium,2007,No
9147,38,81700,14,Finance,Chennai,Male,3.9,12945,Medium,2008,Yes
9148,64,28109,31,Sales,Bangalore,Male,4.8,11413,High,2005,Yes
9149,31,43758,28,IT,Delhi,Male,4.5,8392,Low,2013,No
9150,50,108627,33,Sales,Delhi,Female,1.7,3202,Low,2012,No
9151,27,33317,8,Sales,Mumbai,Male,4.8,17902,High,2017,No
9152,36,102298,34,Finance,Bangalore,Male,1.8,17619,Medium,2021,Yes
9153,47,89001,5,Finance,Mumbai,Male,5.0,5393,High,2016,Yes
9154,39,71423,36,IT,Delhi,Female,3.8,18651,Medium,2016,Yes
9155,20,45622,13,Marketing,Chennai,Male,3.5,19554,Low,2016,Yes
9156,54,26800,8,HR,Bangalore,Female,2.3,10707,Low,2021,Yes
9157,58,55539,18,Finance,Bangalore,Female,1.5,17026,Low,2014,Yes
9158,35,22600,22,Sales,Bangalore,Male,1.5,11537,Medium,2014,No
9159,28,91054,27,HR,Chennai,Male,4.5,11169,Medium,2010,Yes
9160,19,105163,15,IT,Bangalore,Male,2.7,14352,High,2006,Yes
9161,29,49369,25,HR,Pune,Female,3.2,10480,Medium,2016,No
9162,23,116981,37,HR,Bangalore,Female,4.7,4179,Medium,2011,Yes
9163,60,36689,39,Marketing,Chennai,Female,2.0,6345,Low,2018,Yes
9164,57,101459,24,Marketing,Bangalore,Female,4.1,2197,Medium,2018,Yes
9165,61,58469,34,HR,Pune,Male,2.9,7481,High,2006,Yes
9166,46,115939,4,Marketing,Pune,Male,1.9,2628,High,2019,No
9167,47,20958,6,Marketing,Bangalore,Female,4.4,13408,Low,2008,No
9168,19,80012,22,HR,Delhi,Female,3.7,16546,Medium,2003,Yes
9169,26,89074,24,Finance,Delhi,Female,1.4,10743,Low,2018,No
9170,64,80021,0,Marketing,Mumbai,Female,3.2,3988,Low,2012,Yes
9171,19,108940,21,HR,Pune,Male,4.4,9735,High,2021,Yes
9172,46,70782,3,Finance,Delhi,Male,1.3,16454,Low,2014,Yes
9173,50,95519,27,Marketing,Mumbai,Male,2.7,12369,Low,2008,No
9174,27,79315,13,HR,Delhi,Male,4.2,1993,High,2009,Yes
9175,51,44642,32,Marketing,Bangalore,Female,4.4,14168,Low,2007,No
9176,61,99003,3,Finance,Pune,Female,4.1,10723,Low,2006,Yes
9177,25,20205,10,HR,Delhi,Male,2.2,4003,Medium,2006,No
9178,54,112945,38,Finance,Bangalore,Male,3.0,13578,Medium,2020,No
9179,50,32442,31,Sales,Mumbai,Male,4.0,5426,Medium,2008,Yes
9180,64,111826,3,IT,Bangalore,Male,1.6,4515,Medium,2017,Yes
9181,23,111644,0,Sales,Mumbai,Male,3.4,18956,High,2012,No
9182,61,25691,25,Marketing,Delhi,Male,3.9,6653,High,2015,No
9183,57,58909,32,Finance,Chennai,Female,4.4,19316,Medium,2020,No
9184,62,39504,16,HR,Bangalore,Female,1.4,1911,Low,2004,No
9185,36,84270,26,Finance,Chennai,Male,2.3,5411,Low,2004,No
9186,49,115698,4,Marketing,Pune,Male,3.2,14353,Low,2007,No
9187,44,78051,6,HR,Chennai,Female,3.8,15614,Medium,2014,No
9188,18,58798,24,Sales,Pune,Female,3.9,12503,Low,2012,Yes
9189,60,69330,7,Finance,Delhi,Male,2.0,8013,High,2000,No
9190,50,107087,33,IT,Delhi,Female,1.1,17539,Medium,2011,No
9191,57,98919,3,Marketing,Bangalore,Female,3.8,10120,Medium,2014,No
9192,49,102032,11,Marketing,Chennai,Female,4.6,7887,Low,2003,Yes
9193,22,61716,30,Finance,Pune,Female,4.2,12673,Medium,2016,No
9194,34,94624,10,Sales,Pune,Female,3.5,11227,Low,2020,Yes
9195,25,66982,36,Sales,Chennai,Female,4.9,6456,Medium,2022,No
9196,59,47444,35,IT,Delhi,Female,2.7,7898,Low,2001,Yes
9197,51,44734,21,IT,Delhi,Female,3.1,15693,Low,2017,Yes
9198,26,61745,0,Finance,Pune,Female,1.0,19081,Low,2011,No
9199,40,54571,3,HR,Bangalore,Female,4.8,10069,Low,2022,Yes
9200,52,111951,35,Sales,Delhi,Male,3.3,19699,Low,2001,No
9201,24,35389,7,HR,Mumbai,Male,2.6,12187,High,2011,Yes
9202,32,113280,24,HR,Pune,Female,1.2,18498,High,2017,No
9203,37,104218,27,Finance,Chennai,Male,2.4,18703,Low,2015,Yes
9204,42,65038,37,IT,Chennai,Male,1.0,12202,High,2021,Yes
9205,20,119846,35,HR,Pune,Female,2.3,1356,Low,2004,Yes
9206,63,92795,35,Finance,Pune,Male,4.8,8165,Low,2016,No
9207,41,65168,3,IT,Delhi,Female,1.6,15189,High,2010,Yes
9208,51,98082,12,HR,Pune,Male,3.2,10532,High,2006,No
9209,63,87690,37,HR,Pune,Male,1.7,2019,Low,2017,Yes
9210,39,94302,24,IT,Mumbai,Male,4.1,7445,High,2001,No
9211,28,31230,2,IT,Chennai,Female,3.2,13871,Medium,2002,No
9212,25,103301,31,Marketing,Delhi,Male,1.8,15954,High,2008,Yes
9213,56,25902,38,Marketing,Bangalore,Female,4.5,10179,Low,2000,Yes
9214,60,86758,0,Finance,Delhi,Male,4.1,2073,Medium,2023,No
9215,52,47050,10,Finance,Chennai,Male,4.8,9552,High,2017,No
9216,63,119805,1,Sales,Bangalore,Female,1.0,13801,High,2014,No
9217,55,94586,4,Marketing,Pune,Male,2.8,4007,High,2010,Yes
9218,25,89110,21,IT,Mumbai,Female,5.0,18253,High,2004,No
9219,54,96693,12,Marketing,Mumbai,Female,4.2,7281,High,2008,No
